0 -1 0 
0.050000001 -0.9952448 0.18541354 
0.1 -0.98191768 0.34328008 
0.15000001 -0.96133626 0.47597197 
0.2 -0.93470198 0.58576465 
0.25 -0.90310508 0.67482907 
0.30000001 -0.86753005 0.7452262 
0.34999999 -0.828861 0.79890305 
0.40000001 -0.78788769 0.83769053 
0.44999999 -0.74531138 0.86330283 
0.5 -0.70175022 0.87733746 
0.55000001 -0.65774572 0.88127685 
0.60000002 -0.6137678 0.87649065 
0.64999998 -0.57022089 0.86423868 
0.69999999 -0.52744901 0.84567457 
0.75 -0.48574099 0.82184976 
0.80000001 -0.44533569 0.7937181 
0.85000002 -0.40642649 0.76214051 
0.89999998 -0.36916605 0.72788996 
0.94999999 -0.33367044 0.69165659 
1 -0.30002314 0.65405273 
1.05 -0.2682789 0.61561829 
1.1 -0.23846719 0.57682544 
1.15 -0.21059541 0.53808415 
1.2 -0.18465197 0.49974662 
1.25 -0.16060896 0.46211234 
1.3 -0.13842477 0.42543256 
1.35 -0.11804628 0.38991466 
1.4 -0.099411085 0.35572633 
1.45 -0.08244925 0.32299957 
1.5 -0.067085057 0.29183447 
1.55 -0.053238541 0.26230267 
1.6 -0.040826764 0.23445067 
1.65 -0.029765043 0.20830289 
1.7 -0.01996796 0.18386458 
1.75 -0.011350262 0.16112436 
1.8 -0.0038276298 0.14005668 
1.85 0.0026826733 0.12062408 
1.9 0.0082612513 0.10277908 
1.95 0.012986125 0.086466119 
2 0.016932372 0.071623161 
2.05 0.02017183 0.05818316 
2.0999999 0.022772895 0.046075396 
2.1500001 0.024800356 0.035226643 
2.2 0.0263153 0.02556219 
2.25 0.027375059 0.01700674 
2.3 0.028033204 0.0094852038 
2.3499999 0.028339572 0.0029233498 
2.4000001 0.028340319 -0.0027516133 
2.45 0.028078008 -0.0076105678 
2.5 0.027591716 -0.011722094 
2.55 0.026917152 -0.015152154 
2.5999999 0.026086802 -0.017963847 
2.6500001 0.025130069 -0.020217216 
2.7 0.024073433 -0.021969125 
2.75 0.022940617 -0.023273168 
2.8 0.021752739 -0.02417963 
2.8499999 0.020528492 -0.024735479 
2.9000001 0.019284302 -0.024984399 
2.95 0.01803449 -0.024966829 
3 0.016791435 -0.024720054 
3.05 0.01556573 -0.024278289 
3.0999999 0.014366331 -0.023672795 
3.1500001 0.013200701 -0.022931997 
3.2 0.012074954 -0.022081612 
3.25 0.010993977 -0.021144796 
3.3 0.009961566 -0.020142281 
3.3499999 0.008980534 -0.019092523 
3.4000001 0.0080528259 -0.018011836 
3.45 0.0071796239 -0.016914561 
3.5 0.0063614361 -0.015813187 
3.55 0.0055981916 -0.014718504 
3.5999999 0.0048893183 -0.013639737 
3.6500001 0.0042338208 -0.012584679 
3.7 0.0036303455 -0.011559817 
3.75 0.0030772458 -0.010570453 
3.8 0.0025726366 -0.009620822 
3.8499999 0.0021144454 -0.0087142019 
3.9000001 0.0017004581 -0.0078530125 
3.95 0.0013283583 -0.0070389165 
4 0.00099576416 -0.0062729078 
4.0500002 0.00070025853 -0.0055553955 
4.0999999 0.00043941729 -0.0048862817 
4.1500001 0.00021083206 -0.0042650332 
4.1999998 1.2130786e-05 -0.0036907471 
4.25 -0.00015900552 -0.0031622101 
4.3000002 -0.00030482854 -0.002677954 
4.3499999 -0.00042751126 -0.0022363036 
4.4000001 -0.0005291386 -0.0018354225 
4.4499998 -0.00061170047 -0.001473351 
4.5 -0.00067708653 -0.001148043 
4.5500002 -0.00072708254 -0.00085739576 
4.5999999 -0.00076336827 -0.00059927814 
4.6500001 -0.00078751688 -0.00037155391 
4.6999998 -0.00080099487 -0.00017210245 
4.75 -0.00080516346 1.1638244e-06 
4.8000002 -0.00080128084 0.00015028466 
4.8499999 -0.00079050439 0.00027723974 
4.9000001 -0.00077389437 0.0003839386 
4.9499998 -0.00075241749 0.00047221282 
5 -0.00072695088 0.00054380979 
5.0500002 -0.00069828669 0.0006003881 
5.0999999 -0.00066713616 0.00064351485 
5.1500001 -0.00063413469 0.00067466364 
5.1999998 -0.0005998463 0.00069521379 
5.25 -0.00056476839 0.00070645101 
