0.00 4.896183
0.02 5.144093
0.04 5.355401
0.06 4.891127
0.08 4.508827
0.10 4.307402
0.12 3.693127
0.14 3.610161
0.16 3.610161
0.18 3.672138
0.20 3.765103
0.22 3.873564
0.24 3.982023
0.26 4.105976
0.28 4.229931
0.30 4.338391
0.32 4.44685
0.34 4.508827
0.36 4.524323
0.38 4.539816
0.50 4.524323
